article_id,category
2450,subject.People.Monarchs_of_Great_Britain
2451,subject.Science.Biology.Mammals
2452,subject.Geography.Climate_and_the_Weather
2453,subject.Design_and_Technology.Road_transport
2454,subject.Religion.Religious_movements_traditions_and_organizations
2455,subject.Geography.Central_and_South_American_Geography
2456,subject.Countries
2456,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
2457,subject.Design_and_Technology.Railway_transport
2458,subject.Business_Studies.Economics
2459,subject.Everyday_life.Sports_teams
2460,subject.People.Political_People
2461,subject.People.Sports_and_games_people
2462,subject.Science.Biology.Mammals
2463,subject.Geography.Geography_of_Great_Britain
2464,subject.Science.Biology.Health_and_medicine
2465,subject.Geography.Geology_and_geophysics
2465,subject.Science.Chemistry.General_Chemistry
2466,subject.Language_and_literature.Theatre
2467,subject.Geography.Peoples
2468,subject.Science.Chemistry.Materials_science
2469,subject.Science.Biology.Dinosaurs
2470,subject.Geography.European_Geography
2471,subject.People.Writers_and_critics
2472,subject.Geography.Geography_of_Oceania_Australasia
2473,subject.Science.Physics.Space_Astronomy
2474,subject.Religion.Philosophy
2475,subject.People.Political_People
2476,subject.Citizenship.Environment
2477,subject.History.Recent_History
2478,subject.Language_and_literature.Novels
2479,subject.People.Religious_figures_and_leaders
2480,subject.History.Military_History_and_War
2481,subject.People.Sports_and_games_people
2482,subject.Everyday_life.Sports_teams
2483,subject.Countries
2483,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
2484,subject.Language_and_literature.Novels
2485,subject.Citizenship.Environment
2486,subject.Science.Biology.Insects_Reptiles_and_Fish
2487,subject.People.Political_People
2488,subject.Geography.Geography_of_Asia
2489,subject.Religion.Religious_movements_traditions_and_organizations
2490,subject.People.Political_People
2491,subject.Science.Biology.Birds
2492,subject.Geography.Geology_and_geophysics
2493,subject.Music.Musical_Recordings_and_compositions
2494,subject.Science.Biology.Insects_Reptiles_and_Fish
2495,subject.Language_and_literature.Poetry_and_Opera
2496,subject.Geography.African_Geography
2497,subject.History.General_history
2498,subject.Religion.Religious_movements_traditions_and_organizations
2499,subject.Language_and_literature.Languages
2500,subject.Countries
2500,subject.Geography.European_Geography.European_Countries
2501,subject.Design_and_Technology.Road_transport
2502,subject.People.Religious_figures_and_leaders
2503,subject.Citizenship.Culture_and_Diversity
2504,subject.Science.Biology.Health_and_medicine
2505,subject.Geography.General_Geography
2506,subject.Geography.General_Geography
2507,subject.Design_and_Technology.Architecture
2507,subject.Design_and_Technology.Railway_transport
2508,subject.People.Historical_figures
2509,subject.Everyday_life.Television
2510,subject.People.Mathematicians
2511,subject.Science.Biology.Mammals
2512,subject.People.Religious_figures_and_leaders
2513,subject.Science.Biology.Mammals
2514,subject.Citizenship.Community_organisations
2515,subject.IT.Computing_hardware_and_infrastructure
2516,subject.Everyday_life.Food_and_agriculture
2516,subject.Science.Biology.Plants
2517,subject.Religion.Religious_movements_traditions_and_organizations
2518,subject.People.Writers_and_critics
2519,subject.IT.Computing_hardware_and_infrastructure
2520,subject.Art.Art
2521,subject.People.Historical_figures
2522,subject.History.General_history
2523,subject.Science.Chemistry.Chemical_compounds
2524,subject.Geography.General_Geography
2525,subject.People.Writers_and_critics
2526,subject.Everyday_life.Sports
2527,subject.Art.Art
2527,subject.Language_and_literature.Theatre
2528,subject.Citizenship.Community_organisations
2528,subject.Religion.Religious_movements_traditions_and_organizations
2529,subject.People.Performers_and_composers
2530,subject.People.Historical_figures
2531,subject.Geography.Geography_of_Great_Britain
2532,subject.Citizenship.Conflict_and_Peace
2533,subject.Mathematics
2534,subject.Science.Biology.Insects_Reptiles_and_Fish
2535,subject.Science.Biology.Birds
2536,subject.Design_and_Technology.Railway_transport
2537,subject.People.Historical_figures
2538,subject.Design_and_Technology.Railway_transport
2539,subject.Countries
2539,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
2540,subject.Language_and_literature.Poetry_and_Opera
2540,subject.People.Writers_and_critics
2541,subject.Everyday_life.Food_and_agriculture
2542,subject.History.Archaeology
2543,subject.Language_and_literature.Languages
2544,subject.Citizenship.Politics_and_government
2545,subject.Science.Chemistry.Chemical_elements
2546,subject.Geography.Geography_of_Great_Britain
2547,subject.Business_Studies.Business
2548,subject.Design_and_Technology.Architecture
2549,subject.Everyday_life.Sports
2550,subject.Geography.Geography_of_Great_Britain
2551,subject.History.General_history
2552,subject.Geography.Geography_of_Asia
2553,subject.People.Performers_and_composers
2554,subject.Science.Biology.Health_and_medicine
2555,subject.People.Religious_figures_and_leaders
2556,subject.Religion.Myths
2557,subject.History.Military_History_and_War
2558,subject.Science.Biology.Mammals
2559,subject.Science.Biology.Health_and_medicine
2560,subject.Everyday_life.Computer_and_Video_games
2561,subject.Geography.Geology_and_geophysics
2562,subject.Art.Art
2563,subject.History.North_American_History
2564,subject.Mathematics
2565,subject.Countries
2565,subject.Geography.Geography_of_Asia.Asian_Countries
2566,subject.Geography.Geography_of_Great_Britain
2567,subject.People.Writers_and_critics
2568,subject.Everyday_life.Everyday_life
2568,subject.Science.Biology.Health_and_medicine
2569,subject.Art.Art
2570,subject.Geography.Geology_and_geophysics
2571,subject.Everyday_life.Food_and_agriculture
2571,subject.Science.Biology.Plants
2572,subject.Design_and_Technology.Architecture
2573,subject.Geography.Geography_of_Great_Britain
2574,subject.Science.Biology.Health_and_medicine
2575,subject.Art.Art
2576,subject.Geography.General_Geography
2577,subject.History.General_history
2578,subject.Science.Biology.Insects_Reptiles_and_Fish
2579,subject.Science.Biology.Birds
2580,subject.Science.Biology.Dinosaurs
2581,subject.Science.Biology.Plants
2582,subject.People.Writers_and_critics
2583,subject.Music.Musical_genres_styles_eras_and_events
2584,subject.People.Producers_directors_and_media_figures
2585,subject.Geography.General_Geography
2586,subject.Geography.Peoples
2587,subject.Geography.European_Geography
2588,subject.Science.Chemistry.Chemical_compounds
2589,subject.Geography.Mineralogy
2590,subject.Art.Art
2591,subject.People.Religious_figures_and_leaders
2592,subject.People.Artists
2593,subject.Language_and_literature.Literature_types
2594,subject.History.British_History.British_History_17501900
2594,subject.People.Political_People
2595,subject.People.Geographers_and_explorers
2596,subject.Music.Musical_Instruments
2597,subject.History.Recent_History
2598,subject.Geography.Geography_of_Great_Britain
2599,subject.History.British_History.British_History_Post_1900
2600,subject.Geography.Geography_of_Great_Britain
2601,subject.Language_and_literature.Languages
2602,subject.Geography.European_Geography
2603,subject.Art.Art
2604,subject.Business_Studies.Currency
2605,subject.Everyday_life.Films
2606,subject.Geography.Storms
2607,subject.Countries
2607,subject.Geography.European_Geography.European_Countries
2608,subject.Countries
2608,subject.Geography.African_Geography.African_Countries
2609,subject.History.Military_History_and_War
2610,subject.Science.Chemistry.Chemical_elements
2611,subject.Language_and_literature.Languages
2612,subject.Science.Physics.Electricity_and_Electronics
2613,subject.Science.Biology.Birds
2614,subject.People.Actors_models_and_celebrities
2615,subject.People.Military_People
2616,subject.Geography.Geography_of_Asia
2617,subject.Science.Biology.Birds
2618,subject.History.Historians_chroniclers_and_history_books
2619,subject.People.Historical_figures
2620,subject.Science.Biology.Health_and_medicine
2621,subject.Everyday_life.Television
2622,subject.Countries
2622,subject.Geography.Geography_of_Oceania_Australasia
2623,subject.Science.Biology.Insects_Reptiles_and_Fish
2624,subject.Geography.African_Geography.African_Countries
2625,subject.Geography.General_Geography
2625,subject.Geography.Geography_of_Asia
2626,subject.People.Historical_figures
2626,subject.People.Military_People
2627,subject.History.Ancient_History_Classical_History_and_Mythology
2628,subject.Science.Biology.General_Biology
2628,subject.Science.Biology.Plants
2629,subject.Geography.European_Geography
2630,subject.History.Ancient_History_Classical_History_and_Mythology
2630,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
2631,subject.Business_Studies.Business
2632,subject.Geography.Geography_of_Great_Britain
2633,subject.Geography.Natural_Disasters
2634,subject.History.Military_History_and_War
2635,subject.Geography.Peoples
2636,subject.Music.Musical_Recordings_and_compositions
2637,subject.Geography.North_American_Geography
2638,subject.Geography.Geography_of_Great_Britain
2639,subject.Science.Biology.Evolution_and_reproduction
2639,subject.Science.Biology.General_Biology
2640,subject.Design_and_Technology.Railway_transport
2641,subject.Science.Biology.Health_and_medicine
2642,subject.Geography.European_Geography
2643,subject.Geography.North_American_Geography
2644,subject.Geography.Geography_of_Great_Britain
2645,subject.Everyday_life.Television
2646,subject.Everyday_life.Recreation
2646,subject.Everyday_life.Sports
2647,subject.Geography.African_Geography
2648,subject.Science.Biology.Health_and_medicine
2649,subject.Mathematics
2650,subject.History.General_history
2651,subject.Everyday_life.Television
2652,subject.History.British_History.British_History_15001750
2652,subject.People.Monarchs_of_Great_Britain
2653,subject.Geography.Geography_of_Great_Britain
2654,subject.Science.Chemistry.Chemical_elements
2655,subject.Geography.Geography_of_Oceania_Australasia
2656,subject.Science.Physics.Space_Astronomy
2657,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
2657,subject.People.Monarchs_of_Great_Britain
2657,subject.People.Religious_figures_and_leaders
2658,subject.Everyday_life.Computer_and_Video_games
2659,subject.Countries
2659,subject.Geography.African_Geography.African_Countries
2660,subject.History.General_history
2661,subject.Science.Physics.The_Planets
2662,subject.People.Political_People
2663,subject.Everyday_life.Television
2664,subject.Music.Musical_Instruments
2665,subject.People.Writers_and_critics
2666,subject.History.Ancient_History_Classical_History_and_Mythology
2667,subject.Music.Musical_Instruments
2668,subject.IT.Software
2669,subject.Geography.Geography_of_Oceania_Australasia
2670,subject.Science.Biology.Health_and_medicine
2671,subject.Science.Biology.Health_and_medicine
2672,subject.Everyday_life.Sports_teams
2673,subject.Everyday_life.Everyday_life
2673,subject.Geography.Climate_and_the_Weather
2674,subject.Geography.European_Geography
2675,subject.Geography.Geography_of_Asia
2676,subject.Science.Biology.Birds
2677,subject.Science.Biology.Birds
2678,subject.People.Geographers_and_explorers
2679,subject.Countries
2679,subject.Geography.Geography_of_Asia.Asian_Countries
2680,subject.Science.Biology.Mammals
2681,subject.History.Military_History_and_War
2682,subject.Design_and_Technology.Railway_transport
2683,subject.History.Military_History_and_War
2684,subject.Everyday_life.Sports_teams
2685,subject.Science.Physics.Electricity_and_Electronics
2686,subject.Everyday_life.Sports_events
2687,subject.Design_and_Technology.Architecture
2688,subject.Geography.Geography_of_Great_Britain
2689,subject.Countries
2689,subject.Geography.European_Geography.European_Countries
2690,subject.Countries
2690,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
2691,subject.Science.Physics.Space_Astronomy
2692,subject.People.Historical_figures
2693,subject.Science.Biology.General_Biology
2694,subject.Science.Physics.General_Physics
2695,subject.Science.Physics.Space_Astronomy
2696,subject.Countries
2696,subject.Geography.European_Geography.European_Countries
2697,subject.Design_and_Technology.Railway_transport
2698,subject.Citizenship.Media
2699,subject.Geography.Natural_Disasters
2700,subject.Everyday_life.Games
2701,subject.Geography.European_Geography
2702,subject.Science.Chemistry.Chemical_elements
2703,subject.History.North_American_History
2704,subject.People.Human_Scientists
2705,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
2706,subject.History.Pre_1900_Military
2707,subject.Geography.Central_and_South_American_Geography
2708,subject.Citizenship.Law
2709,subject.Science.Biology.Health_and_medicine
2709,subject.Science.Chemistry.Chemical_compounds
2710,subject.History.North_American_History
2711,subject.History.World_War_II
2712,subject.People.Artists
2713,subject.Music.Musical_Recordings_and_compositions
2714,subject.Everyday_life.Sports_events
2715,subject.Geography.Mineralogy
2716,subject.Science.Biology.Mammals
2717,subject.Geography.North_American_Geography
2718,subject.Geography.Geography_of_Asia
2719,subject.Design_and_Technology.Railway_transport
2720,subject.Geography.Climate_and_the_Weather
2721,subject.Science.Biology.Plants
2722,subject.Science.Biology.Health_and_medicine
2723,subject.Geography.Storms
2724,subject.Geography.Geography_of_the_Middle_East
2725,subject.Music.Musical_Recordings_and_compositions
2726,subject.People.Sports_and_games_people
2727,subject.Language_and_literature.General_Literature
2728,subject.People.Actors_models_and_celebrities
2729,subject.Geography.Geography_of_the_Middle_East
2730,subject.Everyday_life.Food_and_agriculture
2731,subject.Geography.Storms
2732,subject.Science.Biology.Dinosaurs
2733,subject.Design_and_Technology.Architecture
2734,subject.Design_and_Technology.Engineering
2735,subject.Language_and_literature.Theatre
2736,subject.Science.Biology.Birds
2737,subject.People.Sports_and_games_people
2738,subject.Science.Biology.Mammals
2739,subject.History.Recent_History
2739,subject.History.World_War_II
2740,subject.Everyday_life.Recreation
2741,subject.Geography.Geography_of_Asia
2742,subject.Science.Chemistry.Chemical_elements
2743,subject.History.Pre_1900_Military
2744,subject.Design_and_Technology.Air_and_Sea_transport
2745,subject.History.Recent_History
2746,subject.Geography.Geography_of_Great_Britain
2747,subject.People.Political_People
2748,subject.History.General_history
2749,subject.People.Political_People
2750,subject.Design_and_Technology.Engineering
2751,subject.Science.Biology.Mammals
2752,subject.Science.Biology.Birds
2753,subject.Countries
2753,subject.Geography.European_Geography.European_Countries
2754,subject.Design_and_Technology.Railway_transport
2755,subject.Geography.Geography_of_Asia
2756,subject.Language_and_literature.Linguistics
2757,subject.People.Performers_and_composers
2758,subject.Citizenship.Media
2759,subject.History.Pre_1900_Military
2760,subject.Citizenship.Community_organisations
2762,subject.Geography.European_Geography
2763,subject.Science.Chemistry.Chemical_elements
2764,subject.Music.Performers_and_composers
2765,subject.Language_and_literature.Theatre
2765,subject.People.Writers_and_critics
2766,subject.History.Archaeology
2767,subject.Everyday_life.Computer_and_Video_games
2768,subject.History.General_history
2769,subject.Religion.Myths
2769,subject.Religion.Religious_disputes
2770,subject.Design_and_Technology.Engineering
2771,subject.Science.Chemistry.Chemical_elements
2772,subject.Science.Physics.General_Physics
2773,subject.Geography.African_Geography
2774,subject.IT.Computing_hardware_and_infrastructure
2775,subject.Design_and_Technology.Engineering
2776,subject.Religion.Religious_movements_traditions_and_organizations
2777,subject.Science.Biology.Birds
2778,subject.Science.Biology.Insects_Reptiles_and_Fish
2779,subject.Mathematics
2780,subject.Countries
2780,subject.Geography.Geography_of_Asia.Asian_Countries
2781,subject.Science.Chemistry.Chemical_compounds
2782,subject.Geography.African_Geography
2783,subject.Music.Performers_and_composers
2784,subject.Geography.General_Geography
2785,subject.Geography.Geology_and_geophysics
2786,subject.Music.Musical_genres_styles_eras_and_events
2787,subject.Everyday_life.Drink
2788,subject.Geography.African_Geography
2789,subject.Mathematics
2790,subject.Geography.General_Geography
2791,subject.Language_and_literature.Languages
2792,subject.Design_and_Technology.Engineering
2793,subject.Geography.North_American_Geography
2794,subject.History.Military_History_and_War
2795,subject.Citizenship.Politics_and_government
2796,subject.History.Pre_1900_Military
2797,subject.Geography.African_Geography
2798,subject.Science.Biology.Dinosaurs
2799,subject.Citizenship.Community_organisations
2800,subject.Geography.European_Geography
2801,subject.Science.Chemistry.Chemical_elements
2802,subject.History.Historians_chroniclers_and_history_books
2802,subject.People.Historical_figures
2803,subject.Everyday_life.Sports
2804,subject.People.Historical_figures
2805,subject.Science.Chemistry.Chemical_elements
2806,subject.Geography.Peoples
2807,subject.Religion.Philosophy
2808,subject.People.Writers_and_critics
2809,subject.Citizenship.Politics_and_government
2810,subject.Everyday_life.Cartoons
2810,subject.People.Producers_directors_and_media_figures
2811,subject.Music.Musical_genres_styles_eras_and_events
2812,subject.Everyday_life.Sports
2813,subject.IT.Software
2814,subject.People.Performers_and_composers
2815,subject.Geography.European_Geography
2816,subject.Countries
2816,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
2817,subject.People.Military_People
2818,subject.People.USA_Presidents
2819,subject.Geography.Geography_of_Asia
2820,subject.Religion.Philosophy
2821,subject.Geography.North_American_Geography
2822,subject.Geography.Geography_of_Great_Britain
2823,subject.Science.Biology.Organisms
2824,subject.People.Military_People
2825,subject.People.Engineers_and_inventors
2826,subject.Science.Biology.Birds
2827,subject.Geography.Natural_Disasters
2828,subject.Everyday_life.Drink
2829,subject.History.Ancient_History_Classical_History_and_Mythology
2829,subject.Religion.Myths
2830,subject.Geography.North_American_Geography
2831,subject.Science.Biology.Birds
2832,subject.Design_and_Technology.Railway_transport
2833,subject.People.Writers_and_critics
2834,subject.Science.Biology.Birds
2835,subject.Science.Biology.Insects_Reptiles_and_Fish
2836,subject.Science.Chemistry.Chemical_elements
2837,subject.Art.Art
2837,subject.Business_Studies.Business
2837,subject.Everyday_life.Everyday_life
2838,subject.Everyday_life.Films
2839,subject.Countries
2839,subject.Geography.Geography_of_Asia.Asian_Countries
2840,subject.Science.Biology.General_Biology
2841,subject.Countries
2841,subject.Geography.European_Geography.European_Countries
2842,subject.Geography.Geography_of_Great_Britain
2843,subject.History.North_American_History
2844,subject.People.Historical_figures
2845,subject.People.USA_Presidents
2846,subject.Religion.Philosophy
2847,subject.Science.Chemistry.Chemical_elements
2848,subject.History.Recent_History
2849,subject.Countries
2849,subject.Geography.Geography_of_Oceania_Australasia
2850,subject.Science.Physics.Space_transport
2851,subject.Everyday_life.Games
2852,subject.Science.Physics.Space_Astronomy
2853,subject.People.Writers_and_critics
2854,subject.Everyday_life.Food_and_agriculture
2854,subject.Science.Biology.Health_and_medicine
2855,subject.Citizenship.Environment
2856,subject.People.Artists
2857,subject.Design_and_Technology.Architecture
2858,subject.History.North_American_History
2859,subject.Design_and_Technology.Engineering
2859,subject.Science.Physics.Space_Astronomy
2860,subject.Everyday_life.Food_and_agriculture
2860,subject.Science.Biology.Mammals
2861,subject.Science.Physics.Space_transport
2862,subject.Geography.Storms
2863,subject.Science.Physics.Space_Astronomy
2864,subject.History.Ancient_History_Classical_History_and_Mythology
2865,subject.Geography.North_American_Geography
2866,subject.History.Historians_chroniclers_and_history_books
2867,subject.Everyday_life.Food_and_agriculture
2868,subject.Language_and_literature.Languages
2869,subject.Citizenship.Conflict_and_Peace
2870,subject.Science.Biology.Birds
2871,subject.History.Pre_1900_Military
2872,subject.Geography.African_Geography
2873,subject.People.Political_People
2874,subject.Science.Physics.Space_Astronomy
2875,subject.Geography.Climate_and_the_Weather
2876,subject.People.Astronomers_and_physicists
2877,subject.Geography.Central_and_South_American_Geography
2878,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
2879,subject.Design_and_Technology.Architecture
2880,subject.History.British_History.British_History_Post_1900
2880,subject.People.Human_Scientists
2881,subject.Geography.European_Geography
2882,subject.Science.Chemistry.Chemical_elements
2883,subject.Geography.Natural_Disasters
2884,subject.Design_and_Technology.Railway_transport
2885,subject.Music.Musical_genres_styles_eras_and_events
2886,subject.Everyday_life.Food_and_agriculture
2887,subject.Everyday_life.Food_and_agriculture
2887,subject.Science.Biology.Plants
2888,subject.Business_Studies.Companies
2889,subject.Geography.Climate_and_the_Weather
2890,subject.History.Archaeology
2891,subject.Citizenship.Politics_and_government
2892,subject.History.Recent_History
2893,subject.Geography.African_Geography
2894,subject.Citizenship.Politics_and_government
2895,subject.Geography.Geography_of_Great_Britain
2896,subject.Science.Biology.Health_and_medicine
2897,subject.People.Political_People
2898,subject.History.Ancient_History_Classical_History_and_Mythology
2899,subject.People.Philosophers
2900,subject.Citizenship.Law
2901,subject.Music.Musical_Recordings_and_compositions
2902,subject.Business_Studies.Business
2903,subject.People.Writers_and_critics
2904,subject.Geography.North_American_Geography
2905,subject.History.General_history
2906,subject.Language_and_literature.Novels
2907,subject.Geography.Geography_of_Asia
2908,subject.Music.Musical_Instruments
2909,subject.Everyday_life.Sports
2910,subject.Science.Chemistry.Chemical_elements
2911,subject.Geography.Geology_and_geophysics
2912,subject.Science.Chemistry.Chemical_elements
2913,subject.People.Political_People
2914,subject.Language_and_literature.Languages
2915,subject.Countries
2915,subject.Geography.European_Geography.European_Countries
2916,subject.Science.Biology.Mammals
2917,subject.Citizenship.Politics_and_government
2918,subject.Science.Biology.Insects_Reptiles_and_Fish
2919,subject.IT.Websites_and_the_Internet
2920,subject.Geography.Geography_of_Great_Britain
2921,subject.Science.Biology.Mammals
2922,subject.Design_and_Technology.Engineering
2923,subject.Language_and_literature.Theatre
2924,subject.Everyday_life.Sports
2925,subject.Design_and_Technology.Railway_transport
2926,subject.Geography.Central_and_South_American_Geography
2927,subject.Geography.Geography_of_Great_Britain
2928,subject.History.General_history
2929,subject.Geography.Geography_of_Asia
2930,subject.Geography.Geology_and_geophysics
2931,subject.Geography.Geography_of_Oceania_Australasia
2932,subject.History.Ancient_History_Classical_History_and_Mythology
2932,subject.Language_and_literature.Poetry_and_Opera
2933,subject.Geography.African_Geography
2934,subject.People.USA_Presidents
2935,subject.Science.Chemistry.General_Chemistry
2936,subject.Citizenship.Politics_and_government
2937,subject.People.Writers_and_critics
2938,subject.People.Religious_figures_and_leaders
2939,subject.People.Political_People
2940,subject.History.British_History.British_History_15001750
2940,subject.People.Monarchs_of_Great_Britain
2941,subject.Science.Biology.Plants
2942,subject.Science.Physics.Electricity_and_Electronics
2943,subject.Science.Biology.Birds
2944,subject.History.Pre_1900_Military
2945,subject.Everyday_life.Everyday_life
2945,subject.Science.Biology.General_Biology
2946,subject.People.Computing_People
2947,subject.Citizenship.Politics_and_government
2948,subject.Religion.Religious_texts
2949,subject.Countries
2949,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
2950,subject.People.Performers_and_composers
2951,subject.People.Philosophers
2952,subject.Geography.European_Geography
2953,subject.Everyday_life.Food_and_agriculture
2954,subject.Science.Biology.Health_and_medicine
2955,subject.History.Military_History_and_War
2956,subject.Geography.General_Geography
2957,subject.People.Writers_and_critics
2958,subject.Geography.Mineralogy
2959,subject.People.Historical_figures
2961,subject.IT.Software
2962,subject.Science.Biology.Birds
2963,subject.Music.Musical_genres_styles_eras_and_events
2964,subject.Science.Chemistry.Chemical_compounds
2965,subject.Geography.Mineralogy
2966,subject.Science.Biology.Mammals
2967,subject.Science.Biology.Dinosaurs
2968,subject.Citizenship.Politics_and_government
2969,subject.Everyday_life.Films
2970,subject.Science.Physics.Space_transport
2971,subject.Geography.Geology_and_geophysics
2972,subject.Science.Biology.Insects_Reptiles_and_Fish
2973,subject.People.Sports_and_games_people
2974,subject.History.World_War_II
2975,subject.Everyday_life.Food_and_agriculture
2976,subject.Design_and_Technology.Architecture
2977,subject.Science.Physics.Space_Astronomy
2978,subject.People.Religious_figures_and_leaders
2979,subject.Science.Physics.Space_Astronomy
2980,subject.History.British_History.British_History_15001750
2981,subject.Science.Chemistry.Chemical_compounds
2982,subject.Design_and_Technology.Railway_transport
2983,subject.Countries
2983,subject.Geography.Geography_of_Asia.Asian_Countries
2984,subject.People.Artists
2985,subject.Science.Physics.Space_Astronomy
2986,subject.Countries
2986,subject.Geography.European_Geography.European_Countries
2986,subject.Geography.Geography_of_Great_Britain
2987,subject.Science.Biology.Insects_Reptiles_and_Fish
2988,subject.Geography.African_Geography
2989,subject.Design_and_Technology.Architecture
2990,subject.History.World_War_II
2991,subject.Countries
2991,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
2992,subject.Science.Biology.Birds
2993,subject.Science.Biology.Dinosaurs
2994,subject.Countries
2994,subject.Geography.Geography_of_Oceania_Australasia
2995,subject.Citizenship.Community_organisations
2996,subject.Geography.Geography_of_the_Middle_East
2997,subject.Geography.North_American_Geography
2998,subject.Science.Biology.Mammals
2999,subject.Language_and_literature.Novels
3000,subject.Everyday_life.Food_and_agriculture
3001,subject.Countries
3001,subject.Geography.Geography_of_Asia.Asian_Countries
3002,subject.Geography.Central_and_South_American_Geography
3003,subject.People.Sports_and_games_people
3004,subject.Geography.General_Geography
3005,subject.Mathematics
3006,subject.Geography.African_Geography
3007,subject.Geography.African_Geography
3008,subject.Science.Biology.Evolution_and_reproduction
3009,subject.Geography.Geology_and_geophysics
3010,subject.Everyday_life.Sports
3011,subject.Science.Biology.Health_and_medicine
3012,subject.Science.Physics.Space_Astronomy
3013,subject.People.Religious_figures_and_leaders
3014,subject.Design_and_Technology.Engineering
3014,subject.Everyday_life.Sports
3015,subject.Science.Biology.Health_and_medicine
3016,subject.Science.Physics.Space_Astronomy
3017,subject.History.Military_History_and_War
3018,subject.Everyday_life.Sports
3019,subject.Design_and_Technology.Engineering
3020,subject.Music.Musical_Recordings_and_compositions
3021,subject.Art.Art
3022,subject.Science.Biology.Dinosaurs
3023,subject.Science.Biology.Plants
3024,subject.Citizenship.Animal_and_Human_Rights
3025,subject.People.Writers_and_critics
3026,subject.Everyday_life.Food_and_agriculture
3027,subject.People.Sports_and_games_people
3028,subject.Geography.General_Geography
3029,subject.Science.Physics.Space_Astronomy
3030,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
3031,subject.Science.Biology.Insects_Reptiles_and_Fish
3032,subject.Geography.Geography_of_Great_Britain
3033,subject.Science.Biology.Health_and_medicine
3034,subject.Countries
3034,subject.Geography.European_Geography.European_Countries
3035,subject.History.Military_History_and_War
3035,subject.Religion.Religious_disputes
3036,subject.Everyday_life.Games
3037,subject.Business_Studies.Currency
3038,subject.Science.Chemistry.Chemical_elements
3039,subject.History.General_history
3040,subject.People.Historical_figures
3041,subject.Geography.European_Geography
3042,subject.Everyday_life.Food_and_agriculture
3042,subject.Science.Chemistry.General_Chemistry
3043,subject.Music.Musical_genres_styles_eras_and_events
3044,subject.People.Historical_figures
3045,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
3045,subject.People.Monarchs_of_Great_Britain
3046,subject.IT.Computing_hardware_and_infrastructure
3047,subject.Mathematics
3048,subject.Music.Musical_Recordings_and_compositions
3049,subject.Everyday_life.Sports_events
3050,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
3051,subject.Citizenship.Politics_and_government
3052,subject.Countries
3052,subject.Geography.African_Geography.African_Countries
3053,subject.Science.Biology.Insects_Reptiles_and_Fish
3054,subject.Science.Chemistry.Chemical_elements
3055,subject.Science.Biology.Birds
3056,subject.People.Astronomers_and_physicists
3057,subject.Science.Chemistry.Chemical_compounds
3058,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
3059,subject.Citizenship.Animal_and_Human_Rights
3060,subject.Geography.African_Geography
3060,subject.Geography.Geography_of_the_Middle_East
3061,subject.History.Ancient_History_Classical_History_and_Mythology
3062,subject.Music.Musical_genres_styles_eras_and_events
3063,subject.Countries
3063,subject.Geography.Geography_of_Oceania_Australasia
3064,subject.History.General_history
3065,subject.Design_and_Technology.Railway_transport
3066,subject.People.Military_People
3066,subject.People.USA_Presidents
3067,subject.Geography.North_American_Geography
3068,subject.People.Engineers_and_inventors
3069,subject.Geography.African_Geography
3070,subject.People.Artists
3071,subject.Everyday_life.Food_and_agriculture
3071,subject.Science.Biology.Plants
3072,subject.People.Political_People
3073,subject.History.General_history
3074,subject.History.Ancient_History_Classical_History_and_Mythology
3075,subject.People.Military_People
3076,subject.People.Artists
3077,subject.Geography.Peoples
3078,subject.Science.Biology.Insects_Reptiles_and_Fish
3079,subject.Geography.African_Geography
3080,subject.Language_and_literature.Novels
3081,subject.Science.Biology.Health_and_medicine
3082,subject.Everyday_life.Sports
3083,subject.Citizenship.Animal_and_Human_Rights
3084,subject.Geography.Climate_and_the_Weather
3085,subject.History.General_history
3086,subject.History.British_History.British_History_17501900
3087,subject.Citizenship.Conflict_and_Peace
3088,subject.Science.Biology.Plants
3089,subject.History.World_War_II
3090,subject.Geography.North_American_Geography
3091,subject.Religion.Religious_disputes
3091,subject.Science.Biology.Evolution_and_reproduction
3092,subject.Science.Biology.Birds
3093,subject.Science.Physics.Space_Astronomy
3094,subject.Everyday_life.Cartoons
3095,subject.People.Sports_and_games_people
3096,subject.Design_and_Technology.Railway_transport
3097,subject.People.Philosophers
3098,subject.Science.Biology.General_Biology
3099,subject.Citizenship.Education
3100,subject.Geography.Geography_of_the_Middle_East
3101,subject.History.British_History.British_History_17501900
3102,subject.Design_and_Technology.Engineering
3102,subject.Science.Physics.Space_transport
3103,subject.Everyday_life.Food_and_agriculture
